# Frontend Fetch Map
Generated: 20260524_v1

Total caller entries: 458

| frontend_path | kind | file | line |
| `/api/workflow/export` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 8 |
| `/api/workflow/monitoring` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 5 |
| `/api/workflow/review-decision` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 6 |
| `/api/workflow/review-queue` | endpoint_literal | `frontend/cockpit/safe_workflow_panel.js` | 4 |
| `/cad/export-contract` | endpoint_literal | `frontend/command_center/modern/claire_dashboard.js` | 982 |
| `/dashboard/actions/registry` | endpoint_literal | `frontend/cockpit/consolidated/s422_s428_dashboard_action_wiring.js` | 4 |
| `/dashboard/actions/registry` | endpoint_literal | `frontend/cockpit/shell/assets/claire_modern_cockpit.js` | 1 |
| `/dashboard/actions/summary` | endpoint_literal | `frontend/cockpit/consolidated/s422_s428_dashboard_action_wiring.js` | 5 |
| `/dashboard/actions/summary` | endpoint_literal | `frontend/cockpit/shell/assets/claire_modern_cockpit.js` | 1 |
| `/dashboard/alignment/buttons` | endpoint_literal | `frontend/claire_dashboard_actions.js` | 9 |
| `/dashboard/alignment/capabilities` | endpoint_literal | `frontend/claire_dashboard_actions.js` | 14 |
| `/dashboard/alignment/status` | endpoint_literal | `frontend/claire_dashboard_actions.js` | 13 |
| `/dashboard/alignment/status` | endpoint_literal | `frontend/command_center/modern/claire_single_screen_operator.js` | 5 |
| `/dashboard/local` | endpoint_literal | `frontend/command_center/modern/index.html` | 27 |
| `/dashboard/operator-console/contract` | endpoint_literal | `frontend/command_center/modern/dashboard_operator_console_contract.js` | 3 |
